           n            f          f.x          f.y          f.z           fi         fi.x         fi.y         fi.z            u          u.x          u.y          u.z 
         397            0            0            0            0  3.99834e-13  3.90799e-14 -1.98952e-13 -3.44613e-13   0.00134173 -3.56251e-05 -0.000107013   0.00133698
         398            0            0            0            0  3.53651e-13  -1.7053e-13 -2.02505e-13 -2.34479e-13   0.00133763 -3.56801e-05 -3.56801e-05   0.00133668
         399            0            0            0            0  4.20509e-13 -2.41585e-13 -2.58391e-13 -2.27374e-13   0.00133763 -3.56801e-05  3.56801e-05   0.00133668
         400            0            0            0            0  4.22951e-13  -3.2685e-13 -2.62346e-13 -5.68434e-14   0.00134173 -3.56251e-05  0.000107013   0.00133698
         401            0            0            0            0  2.99273e-13 -2.62901e-13 -1.27898e-13  6.39488e-14   0.00134976 -3.55551e-05  0.000178266   0.00133747
         402            0            0            0            0  2.03143e-13  1.06581e-14 -1.61648e-13 -1.22569e-13   0.00120757 -3.54905e-05 -0.000178223   0.00119382
         403            0            0            0            0  4.42366e-13 -5.68434e-14 -3.97904e-13 -1.84741e-13   0.00119833 -3.56032e-05 -0.000107018   0.00119301
         404            0            0            0            0  4.52814e-13 -1.84741e-13 -4.13169e-13  1.42109e-14   0.00119357 -3.56863e-05 -3.56863e-05    0.0011925
         405            0            0            0            0  5.51454e-13 -3.69482e-13 -4.09124e-13 -1.42109e-14   0.00119357 -3.56863e-05  3.56863e-05    0.0011925
         406            0            0            0            0   6.6326e-13 -5.11591e-13 -4.21885e-13  1.42109e-14   0.00119833 -3.56032e-05  0.000107018   0.00119301
         407            0            0            0            0  3.87962e-13 -3.19744e-13 -2.02505e-13  8.52651e-14   0.00120757 -3.54905e-05  0.000178223   0.00119382
         408            0            0            0            0  3.01311e-13            0 -2.38032e-13 -1.84741e-13   0.00106604 -3.53765e-05 -0.000178043   0.00105047
         409            0            0            0            0  6.03299e-13 -1.42109e-13 -5.34239e-13 -2.41585e-13   0.00105519 -3.55506e-05 -0.000106951   0.00104916
         410            0            0            0            0  6.49921e-13 -2.55795e-13 -5.63369e-13 -1.98952e-13   0.00104955 -3.56707e-05 -3.56707e-05   0.00104834
         411            0            0            0            0  6.59435e-13 -3.69482e-13 -5.44537e-13 -4.26326e-14   0.00104955 -3.56707e-05  3.56707e-05   0.00104834
         412            0            0            0            0  8.07445e-13 -5.68434e-13 -5.69877e-13  6.39488e-14   0.00105519 -3.55506e-05  0.000106951   0.00104916
         413            0            0            0            0  4.56534e-13 -3.62377e-13 -2.66454e-13  7.81597e-14   0.00106604 -3.53765e-05  0.000178043   0.00105047
         414            0            0            0            0   3.4069e-13  -4.9738e-14 -3.19744e-13 -1.06581e-13  0.000925534 -3.51797e-05 -0.000177567  0.000907659
         415            0            0            0            0  7.12257e-13 -2.13163e-13 -6.29635e-13 -2.55795e-13  0.000912543 -3.54385e-05  -0.00010672  0.000905588
         416            0            0            0            0  7.54886e-13  -3.2685e-13 -6.52853e-13 -1.91847e-13  0.000905734 -3.56013e-05 -3.56013e-05  0.000904334
         417            0            0            0            0  8.09955e-13 -4.68958e-13 -6.43305e-13 -1.49214e-13  0.000905734 -3.56013e-05  3.56013e-05  0.000904334
         418            0            0            0            0  8.67281e-13 -5.64881e-13 -6.55476e-13  5.86198e-14  0.000912543 -3.54385e-05   0.00010672  0.000905588
         419            0            0            0            0  4.92948e-13 -3.58824e-13 -3.35731e-13  3.90799e-14  0.000925534 -3.51797e-05  0.000177567  0.000907659
         420            0            0            0            0  3.21359e-13 -6.39488e-14 -3.09086e-13 -6.03961e-14  0.000786652 -3.48448e-05 -0.000176484  0.000765808
         421            0            0            0            0  7.45714e-13 -2.70006e-13 -6.93334e-13  -4.9738e-14  0.000770796 -3.52117e-05 -0.000106133  0.000762642
         422            0            0            0            0  8.01213e-13 -3.83693e-13 -6.98178e-13 -8.52651e-14  0.000762462 -3.54131e-05 -3.54131e-05  0.000760816
         423            0            0            0            0  8.31906e-13 -4.79616e-13 -6.75016e-13 -7.99361e-14  0.000762462 -3.54131e-05  3.54131e-05  0.000760816
         424            0            0            0            0  9.43526e-13 -6.53699e-13 -6.80345e-13 -7.10543e-15  0.000770796 -3.52117e-05  0.000106133  0.000762642
         425            0            0            0            0  5.45292e-13  -3.8014e-13 -3.90799e-13  1.06581e-14  0.000786652 -3.48448e-05  0.000176484  0.000765808
         426            0            0            0            0  3.44618e-13 -1.03029e-13 -3.25073e-13  -4.9738e-14   0.00065035 -3.42801e-05  -0.00017422  0.000625642
         427            0            0            0            0  7.52903e-13  -3.2685e-13 -6.76431e-13  -4.9738e-14  0.000630727 -3.47675e-05  -0.00010483  0.000620982
         428            0            0            0            0   8.2411e-13 -4.26326e-13 -7.03979e-13 -4.26326e-14  0.000620463 -3.49824e-05 -3.49824e-05  0.000618488
         429            0            0            0            0   8.5656e-13 -4.93827e-13 -6.94556e-13  8.61533e-14  0.000620463 -3.49824e-05  3.49824e-05  0.000618488
         430            0            0            0            0  9.21861e-13 -5.96856e-13 -7.01661e-13 -3.55271e-14  0.000630727 -3.47675e-05   0.00010483  0.000620982
         431            0            0            0            0  4.88821e-13 -3.44613e-13  -3.4639e-13 -1.42109e-14   0.00065035 -3.42801e-05   0.00017422  0.000625642
         432            0            0            0            0  3.45043e-13 -1.42109e-13 -3.14415e-13 -1.77636e-15  0.000518131 -3.33317e-05 -0.000169759  0.000488396
         433            0            0            0            0  6.88215e-13 -2.98428e-13  -6.1684e-13 -6.39488e-14  0.000493738 -3.39173e-05 -0.000102167   0.00048186
         434            0            0            0            0  7.30267e-13 -3.73035e-13 -6.26166e-13 -4.52971e-14  0.000481149 -3.40872e-05 -3.40872e-05  0.000478728
         435            0            0            0            0  7.96284e-13 -4.61853e-13 -6.47482e-13 -3.90799e-14  0.000481149 -3.40872e-05  3.40872e-05  0.000478728
         436            0            0            0            0  8.46618e-13 -5.40012e-13 -6.52034e-13            0  0.000493738 -3.39173e-05  0.000102167   0.00048186
         437            0            0            0            0  4.34267e-13 -2.94875e-13 -3.17968e-13 -2.30926e-14  0.000518131 -3.33317e-05  0.000169759  0.000488396
         438            0            0            0            0  3.04069e-13 -1.42109e-13  -2.6823e-13  1.77636e-14  0.000392299 -3.17374e-05 -0.000161389  0.000356153
         439            0            0            0            0   6.2521e-13 -3.15747e-13 -5.39568e-13  7.54952e-15  0.000362315 -3.23169e-05 -9.70471e-05  0.000347577
         440            0            0            0            0  6.32977e-13 -3.32179e-13 -5.38236e-13  -2.4869e-14  0.000347127 -3.23487e-05 -3.23487e-05  0.000344099
         441            0            0            0            0  6.64664e-13 -3.83693e-13 -5.41789e-13 -3.19744e-14  0.000347127 -3.23487e-05  3.23487e-05  0.000344099
         442            0            0            0            0   7.0585e-13 -4.12115e-13 -5.72653e-13 -2.13163e-14  0.000362315 -3.23169e-05  9.70471e-05  0.000347577
         443            0            0            0            0  3.64665e-13 -2.38032e-13 -2.72671e-13 -4.44089e-14  0.000392299 -3.17374e-05  0.000161389  0.000356153
         444            0            0            0            0  2.47816e-13 -1.19904e-13 -2.15827e-13  2.13163e-14  0.000276171 -2.90323e-05  -0.00014636  0.000232393
         445            0            0            0            0  4.88798e-13 -2.48024e-13 -4.20775e-13 -1.88738e-14  0.000240739 -2.93523e-05 -8.77017e-05  0.000222266
         446            0            0            0            0  4.88842e-13 -2.66454e-13  -4.0723e-13 -4.61853e-14  0.000222951 -2.91665e-05 -2.91665e-05  0.000219102
         447            0            0            0            0  4.98007e-13 -2.85993e-13   -4.063e-13 -3.37508e-14  0.000222951 -2.91665e-05  2.91665e-05  0.000219102
         448            0            0            0            0   5.3862e-13 -3.19744e-13 -4.33431e-13 -3.55271e-15  0.000240739 -2.93523e-05  8.77017e-05  0.000222266
         449            0            0            0            0  2.73804e-13 -1.74971e-13 -2.06057e-13 -4.35207e-14  0.000276171 -2.90323e-05   0.00014636  0.000232393
         450            0            0            0            0  1.78989e-13 -9.17877e-14 -1.50251e-13  3.21965e-14   0.00017382 -2.43861e-05 -0.000120407  0.000122967
         451            0            0            0            0  3.23255e-13 -1.84741e-13 -2.65121e-13  8.65974e-15  0.000135959 -2.39336e-05 -7.14715e-05  0.000113154
         452            0            0            0            0  3.42167e-13 -2.03393e-13 -2.75141e-13 -2.66454e-15  0.000116137 -2.36324e-05 -2.36324e-05  0.000111224
         453            0            0            0            0  3.50819e-13  -2.0961e-13 -2.81313e-13 -4.44089e-16  0.000116137 -2.36324e-05  2.36324e-05  0.000111224
         454            0            0            0            0  3.45876e-13 -1.97176e-13 -2.83856e-13 -1.33227e-14  0.000135959 -2.39336e-05  7.14715e-05  0.000113154
         455            0            0            0            0   1.8387e-13 -1.06581e-13 -1.44995e-13 -3.77476e-14   0.00017382 -2.43861e-05  0.000120407  0.000122967
         456            0            0            0            0  7.69893e-14 -4.13003e-14  -6.4837e-14 -4.21885e-15  8.76149e-05 -1.58265e-05 -7.72613e-05  3.81652e-05
         457            0            0            0            0   1.7581e-13 -1.01141e-13 -1.43441e-13  1.02141e-14  5.69158e-05 -1.42509e-05 -4.44613e-05  3.25501e-05
         458            0            0            0            0  1.66015e-13 -9.14824e-14 -1.37557e-13  1.64313e-14    3.824e-05 -1.45329e-05 -1.45329e-05  3.22473e-05
         459            0            0            0            0  1.57232e-13 -8.70415e-14 -1.30507e-13 -1.06581e-14    3.824e-05 -1.45329e-05  1.45329e-05  3.22473e-05
         460            0            0            0            0  1.77143e-13 -1.04805e-13 -1.42802e-13  1.77636e-15  5.69158e-05 -1.42509e-05  4.44613e-05  3.25501e-05
         461            0            0            0            0  8.25982e-14 -3.77476e-14 -7.32747e-14 -5.32907e-15  8.76149e-05 -1.58265e-05  7.72613e-05  3.81652e-05
         462            0            0            0            0            0            0            0            0            0            0            0            0
         463            0            0            0            0            0            0            0            0            0            0            0            0
         464            0            0            0            0            0            0            0            0            0            0            0            0
         465            0            0            0            0            0            0            0            0            0            0            0            0
         466            0            0            0            0            0            0            0            0            0            0            0            0
         467            0            0            0            0            0            0            0            0            0            0            0            0
         468            1            0            0            1            1 -1.42109e-13 -2.84217e-13            1   0.00337529  4.59047e-05 -0.000160937   0.00337114
         469            1            0            0            1            1 -3.97904e-13 -5.82201e-13            1   0.00332233  3.94992e-05 -9.76981e-05   0.00332066
         470            1            0            0            1            1 -5.11591e-13 -4.52749e-13            1   0.00329486  3.34059e-05 -3.34059e-05   0.00329452
         471            1            0            0            1            1 -3.48166e-13 -5.32907e-13            1   0.00329486  3.34059e-05  3.34059e-05   0.00329452
         472            1            0            0            1            1 -3.41061e-13 -5.47118e-13            1   0.00332233  3.94992e-05  9.76981e-05   0.00332066
         473            1            0            0            1            1 -2.55795e-13 -1.56319e-13            1   0.00337529  4.59047e-05  0.000160937   0.00337114
         474            0            0            0            0   5.2272e-13 -2.27374e-13 -4.12115e-13  2.27374e-13   0.00321954  3.67278e-05 -0.000169672   0.00321486
         475            0            0            0            0  8.46046e-13 -4.54747e-13 -7.04325e-13  1.13687e-13   0.00318339  3.42973e-05 -9.75382e-05   0.00318171
         476            0            0            0            0  8.02077e-13 -5.11591e-13 -6.15119e-13  5.68434e-14   0.00316384  3.20053e-05 -3.20053e-05   0.00316351
         477            0            0            0            0  9.48914e-13 -5.18696e-13 -6.46594e-13 -4.61853e-13   0.00316384  3.20053e-05  3.20053e-05   0.00316351
         478            0            0            0            0  1.32947e-12 -7.10543e-13 -7.31859e-13 -8.52651e-13   0.00318339  3.42973e-05  9.75382e-05   0.00318171
         479            0            0            0            0  6.33619e-13 -2.27374e-13 -3.41061e-13 -4.83169e-13   0.00321954  3.67278e-05  0.000169672   0.00321486
         480            0            0            0            0  3.33879e-13 -1.42109e-13 -1.98952e-13  2.27374e-13   0.00307044  3.65093e-05 -0.000167676   0.00306564
         481            0            0            0            0  4.82157e-13 -2.84217e-13 -3.50164e-13   1.7053e-13   0.00304639  3.44079e-05 -9.84543e-05    0.0030446
         482            0            0            0            0   5.1655e-13 -2.91323e-13 -3.69482e-13 -2.13163e-13   0.00303353  3.25483e-05 -3.25483e-05   0.00303318
         483            0            0            0            0  5.71269e-13 -3.41061e-13 -3.97904e-13 -2.27374e-13   0.00303353  3.25483e-05  3.25483e-05   0.00303318
         484            0            0            0            0  6.90873e-13 -3.69482e-13 -3.98792e-13 -4.26326e-13   0.00304639  3.44079e-05  9.84543e-05    0.0030446
         485            0            0            0            0  4.59167e-13 -1.13687e-13 -1.98952e-13 -3.97904e-13   0.00307044  3.65093e-05  0.000167676   0.00306564
         486            0            0            0            0  2.74457e-13  8.52651e-14  1.27898e-13  2.27374e-13   0.00292512   3.6114e-05 -0.000169582   0.00291998
         487            0            0            0            0  3.05389e-13  7.81597e-14 -1.42109e-14  2.94875e-13   0.00290896  3.45632e-05 -0.000100417   0.00290702
         488            0            0            0            0  1.78061e-13 -2.84217e-14 -4.26326e-14  -1.7053e-13   0.00290044  3.33395e-05 -3.33395e-05   0.00290006
         489            0            0            0            0  3.30612e-13 -1.42109e-13 -1.53877e-13 -2.55795e-13   0.00290044  3.33395e-05  3.33395e-05   0.00290006
         490            0            0            0            0  9.71366e-13 -2.27374e-13 -1.10301e-13 -9.37916e-13   0.00290896  3.45632e-05  0.000100417   0.00290702
         491            0            0            0            0  4.38929e-13 -1.13687e-13  -9.9476e-14 -4.12115e-13   0.00292512   3.6114e-05  0.000169582   0.00291998
         492            0            0            0            0  1.99964e-13  1.42109e-13   9.9476e-14   9.9476e-14   0.00278123  3.59091e-05 -0.000171952   0.00277567
         493            0            0            0            0  6.07005e-13  2.20268e-13  2.55795e-13 -5.04485e-13    0.0027701  3.48342e-05 -0.000102383   0.00276798
         494            0            0            0            0  4.26562e-13  8.52651e-14  2.41585e-13 -3.41061e-13   0.00276432  3.40474e-05 -3.40474e-05    0.0027639
         495            0            0            0            0  2.85253e-13            0   2.0442e-13 -1.98952e-13   0.00276432  3.40474e-05  3.40474e-05    0.0027639
         496            0            0            0            0  4.25969e-13 -8.52651e-14  1.94067e-13 -3.69482e-13    0.0027701  3.48342e-05  0.000102383   0.00276798
         497            0            0            0            0  3.02795e-13 -4.26326e-14 -2.84217e-14 -2.98428e-13   0.00278123  3.59091e-05  0.000171952   0.00277567
         498            0            0            0            0  3.94735e-13  2.62901e-13  2.20268e-13  1.95399e-13   0.00263784  3.57735e-05 -0.000174031   0.00263185
         499            0            0            0            0  6.19111e-13  3.97904e-13  4.68958e-13  7.10543e-14   0.00262973  3.50894e-05 -0.000103951   0.00262745
         500            0            0            0            0  6.17406e-13  2.84217e-13  5.29354e-13 -1.42109e-13   0.00262562  3.46047e-05 -3.46047e-05   0.00262517
         501            0            0            0            0  6.22563e-13  8.52651e-14  4.45602e-13 -4.26326e-13   0.00262562  3.46047e-05  3.46047e-05   0.00262517
         502            0            0            0            0  7.35412e-13  2.84217e-14  4.98407e-13 -5.40012e-13   0.00262973  3.50894e-05  0.000103951   0.00262745
         503            0            0            0            0  3.71934e-13            0  4.26326e-14 -3.69482e-13   0.00263784  3.57735e-05  0.000174031   0.00263185
         504            0            0            0            0  4.33606e-13  2.98428e-13  2.98428e-13   9.9476e-14   0.00249459   3.5693e-05 -0.000175573   0.00248815
         505            0            0            0            0  7.97173e-13  5.68434e-13     5.56e-13 -5.68434e-14   0.00248818  3.52811e-05 -0.000105074   0.00248571
         506            0            0            0            0  7.24355e-13  3.97904e-13  5.99243e-13 -8.52651e-14   0.00248501  3.49984e-05 -3.49984e-05   0.00248452
         507            0            0            0            0  7.34877e-13  2.84217e-13  6.47829e-13 -1.98952e-13   0.00248501  3.49984e-05  3.49984e-05   0.00248452
         508            0            0            0            0  6.14767e-13  1.42109e-13  5.73291e-13  -1.7053e-13   0.00248818  3.52811e-05  0.000105074   0.00248571
         509            0            0            0            0  4.13094e-13            0  2.70006e-13 -3.12639e-13   0.00249459   3.5693e-05  0.000175573   0.00248815
         510            0            0            0            0  5.16502e-13  3.83693e-13  3.41061e-13  5.68434e-14   0.00235134  3.56505e-05 -0.000176618   0.00234443
         511            0            0            0            0  9.55906e-13  5.96856e-13  6.78069e-13 -3.12639e-13   0.00234578  3.54146e-05 -0.000105821   0.00234312
         512            0            0            0            0  8.10672e-13  3.12639e-13  7.02861e-13 -2.55795e-13   0.00234308  3.52597e-05 -3.52597e-05   0.00234255
         513            0            0            0            0  8.08366e-13  2.27374e-13  7.09939e-13 -3.12639e-13   0.00234308  3.52597e-05  3.52597e-05   0.00234255
         514            0            0            0            0  7.30996e-13  2.70006e-13  6.53699e-13 -1.84741e-13   0.00234578  3.54146e-05  0.000105821   0.00234312
         515            0            0            0            0  2.81898e-13  1.20792e-13  2.34479e-13  -9.9476e-14   0.00235134  3.56505e-05  0.000176618   0.00234443
         516            0            0            0            0   5.2272e-13  3.69482e-13  3.69482e-13  1.42109e-14   0.00220807  3.56311e-05 -0.000177285   0.00220066
         517            0            0            0            0  8.80646e-13  5.11591e-13  6.88644e-13 -1.98952e-13   0.00220283  3.55025e-05 -0.000106293   0.00219998
         518            0            0            0            0  8.05606e-13  3.12639e-13  6.79852e-13 -2.98428e-13    0.0022003  3.54245e-05 -3.54245e-05   0.00219973
         519            0            0            0            0  8.05542e-13   2.0961e-13  6.78568e-13  -3.8014e-13    0.0022003  3.54245e-05  3.54245e-05   0.00219973
         520            0            0            0            0  7.90333e-13  1.42109e-13   6.6791e-13 -3.97904e-13   0.00220283  3.55025e-05  0.000106293   0.00219998
         521            0            0            0            0  3.22574e-13  5.68434e-14  2.41585e-13 -2.06057e-13   0.00220807  3.56311e-05  0.000177285   0.00220066
         522            0            0            0            0  3.93374e-13  2.84217e-13  2.55795e-13 -9.23706e-14    0.0020648  3.56237e-05 -0.000177696   0.00205683
         523            0            0            0            0  8.72356e-13  4.54747e-13  6.19976e-13 -4.12115e-13   0.00205954  3.55587e-05 -0.000106581   0.00205648
         524            0            0            0            0  6.91553e-13  1.98952e-13  6.22065e-13 -2.27374e-13     0.002057  3.55248e-05 -3.55248e-05   0.00205638
         525            0            0            0            0  6.91722e-13  2.59348e-13  6.18172e-13  -1.7053e-13     0.002057  3.55248e-05  3.55248e-05   0.00205638
         526            0            0            0            0  6.31384e-13  1.42109e-13  6.11067e-13 -7.10543e-14   0.00205954  3.55587e-05  0.000106581   0.00205648
         527            0            0            0            0   2.9961e-13  2.84217e-14  2.91323e-13  6.39488e-14    0.0020648  3.56237e-05  0.000177696   0.00205683
         528            0            0            0            0   3.6605e-13  2.70006e-13  2.34479e-13 -7.81597e-14   0.00192154  3.56207e-05 -0.000177944   0.00191295
         529            0            0            0            0  6.98384e-13  3.41061e-13  5.70946e-13 -2.13163e-13   0.00191606  3.55937e-05 -0.000106754   0.00191275
         530            0            0            0            0  5.95649e-13  1.88294e-13   5.3646e-13 -1.77636e-13   0.00191338  3.55851e-05 -3.55851e-05   0.00191272
         531            0            0            0            0  5.89065e-13  2.41585e-13  5.04485e-13 -1.84741e-13   0.00191338  3.55851e-05  3.55851e-05   0.00191272
         532            0            0            0            0  4.73408e-13  2.84217e-14  4.67182e-13 -7.10543e-14   0.00191606  3.55937e-05  0.000106754   0.00191275
         533            0            0            0            0   1.9704e-13 -1.42109e-14  1.91847e-13 -4.26326e-14   0.00192154  3.56207e-05  0.000177944   0.00191295
         534            0            0            0            0  3.78193e-13   1.7053e-13  2.20268e-13 -2.55795e-13   0.00177835  3.56172e-05 -0.000178094   0.00176905
         535            0            0            0            0  4.91062e-13  2.52243e-13  3.62377e-13 -2.14939e-13   0.00177248   3.5615e-05  -0.00010686    0.0017689
         536            0            0            0            0  4.90751e-13  8.52651e-14   3.8014e-13 -2.98428e-13   0.00176958  3.56221e-05 -3.56221e-05   0.00176886
         537            0            0            0            0  4.13957e-13  8.52651e-14    3.888e-13 -1.13687e-13   0.00176958  3.56221e-05  3.56221e-05   0.00176886
         538            0            0            0            0  3.61166e-13 -5.68434e-14  3.56382e-13 -1.42109e-14   0.00177248   3.5615e-05   0.00010686    0.0017689
         539            0            0            0            0   1.8933e-13 -1.42109e-14  1.77636e-13  6.39488e-14   0.00177835  3.56172e-05  0.000178094   0.00176905
         540            0            0            0            0  2.31772e-13  1.56319e-13  1.13687e-13 -1.27898e-13   0.00163527  3.56087e-05 -0.000178187   0.00162515
         541            0            0            0            0  3.69516e-13  1.27898e-13  2.45137e-13 -2.45137e-13   0.00162886  3.56269e-05  -0.00010693   0.00162496
         542            0            0            0            0  3.24544e-13  5.68434e-14  2.38032e-13 -2.13163e-13   0.00162566  3.56469e-05 -3.56469e-05   0.00162488
         543            0            0            0            0   3.0818e-13 -1.13687e-13  2.18908e-13 -1.84741e-13   0.00162566  3.56469e-05  3.56469e-05   0.00162488
         544            0            0            0            0  2.69787e-13 -1.13687e-13  2.16646e-13 -1.13687e-13   0.00162886  3.56269e-05   0.00010693   0.00162496
         545            0            0            0            0  1.44399e-13 -1.13687e-13  7.81597e-14  4.26326e-14   0.00163527  3.56087e-05  0.000178187   0.00162515
         546            0            0            0            0  2.33238e-13   1.3145e-13  1.77636e-14 -1.91847e-13   0.00149238  3.55905e-05 -0.000178245   0.00148127
         547            0            0            0            0  3.24135e-13  5.68434e-14  6.39488e-14 -3.12639e-13   0.00148526  3.56309e-05 -0.000106979   0.00148097
         548            0            0            0            0  1.96329e-13 -1.13687e-13  3.44169e-14 -1.56319e-13   0.00148167  3.56656e-05 -3.56656e-05   0.00148081
         549            0            0            0            0  1.40653e-13 -1.27898e-13  1.39333e-14  5.68434e-14   0.00148167  3.56656e-05  3.56656e-05   0.00148081
         550            0            0            0            0  2.85564e-13 -2.70006e-13  7.35662e-14  5.68434e-14   0.00148526  3.56309e-05  0.000106979   0.00148097
         551            0            0            0            0  2.05075e-13 -1.56319e-13  3.55271e-14  1.27898e-13   0.00149238  3.55905e-05  0.000178245   0.00148127
         552            0            0            0            0  1.77778e-13  2.84217e-14 -9.23706e-14 -1.49214e-13   0.00134976  3.55551e-05 -0.000178266   0.00133747
         553            0            0            0            0  2.71197e-13  2.84217e-14 -1.19904e-13 -2.41585e-13   0.00134173  3.56251e-05 -0.000107013   0.00133698
         554            0            0            0            0  1.66672e-13 -1.13687e-13 -8.70901e-14 -8.52651e-14   0.00133763  3.56801e-05 -3.56801e-05   0.00133668
         555            0            0            0            0  2.99655e-13 -2.55795e-13 -6.45525e-14 -1.42109e-13   0.00133763  3.56801e-05  3.56801e-05   0.00133668
         556            0            0            0            0  3.90735e-13 -3.55271e-13  -1.6015e-13  2.84217e-14   0.00134173  3.56251e-05  0.000107013   0.00133698
         557            0            0            0            0   2.6529e-13 -2.34479e-13  -4.9738e-14  1.13687e-13   0.00134976  3.55551e-05  0.000178266   0.00133747
         558            0            0            0            0  1.55996e-13            0 -7.81597e-14 -1.35003e-13   0.00120757  3.54905e-05 -0.000178223   0.00119382
         559            0            0            0            0  3.29017e-13 -4.26326e-14 -2.68896e-13 -1.84741e-13   0.00119833  3.56032e-05 -0.000107018   0.00119301
         560            0            0            0            0  3.67603e-13 -1.98952e-13  -3.0384e-13 -5.68434e-14   0.00119357  3.56863e-05 -3.56863e-05    0.0011925
         561            0            0            0            0  4.60447e-13 -3.55271e-13 -2.91524e-13  2.84217e-14   0.00119357  3.56863e-05  3.56863e-05    0.0011925
         562            0            0            0            0  5.40926e-13 -4.61853e-13 -2.70006e-13  7.99361e-14   0.00119833  3.56032e-05  0.000107018   0.00119301
         563            0            0            0            0  3.59268e-13 -3.05533e-13  -1.5099e-13  1.13687e-13   0.00120757  3.54905e-05  0.000178223   0.00119382
         564            0            0            0            0  2.27485e-13 -2.84217e-14 -1.98952e-13 -1.06581e-13   0.00106604  3.53765e-05 -0.000178043   0.00105047
         565            0            0            0            0  4.60177e-13 -1.13687e-13  -3.9907e-13 -1.98952e-13   0.00105519  3.55506e-05 -0.000106951   0.00104916
         566            0            0            0            0   5.0081e-13 -2.27374e-13 -4.20532e-13 -1.49214e-13   0.00104955  3.56707e-05 -3.56707e-05   0.00104834
         567            0            0            0            0   6.2064e-13  -4.3876e-13 -4.29878e-13  8.88178e-14   0.00104955  3.56707e-05  3.56707e-05   0.00104834
         568            0            0            0            0  7.55526e-13 -6.25278e-13 -4.08562e-13  1.13687e-13   0.00105519  3.55506e-05  0.000106951   0.00104916
         569            0            0            0            0  4.44089e-13 -3.41061e-13 -2.55795e-13  1.24345e-13   0.00106604  3.53765e-05  0.000178043   0.00105047
         570            0            0            0            0  2.78928e-13  -4.9738e-14 -2.55795e-13  -9.9476e-14  0.000925534  3.51797e-05 -0.000177567  0.000907659
         571            0            0            0            0  5.65572e-13 -1.98952e-13 -5.18585e-13 -1.06581e-13  0.000912543  3.54385e-05  -0.00010672  0.000905588
         572            0            0            0            0  5.79075e-13 -2.55795e-13 -5.13603e-13 -7.81597e-14  0.000905734  3.56013e-05 -3.56013e-05  0.000904334
         573            0            0            0            0  7.16953e-13 -4.79616e-13 -5.11591e-13 -1.49214e-13  0.000905734  3.56013e-05  3.56013e-05  0.000904334
         574            0            0            0            0  8.02575e-13  -5.8975e-13  -5.3646e-13  9.23706e-14  0.000912543  3.54385e-05   0.00010672  0.000905588
         575            0            0            0            0  4.88624e-13 -3.83693e-13 -2.98428e-13   4.9738e-14  0.000925534  3.51797e-05  0.000177567  0.000907659
         576            0            0            0            0   3.2002e-13 -1.13687e-13  -2.8777e-13 -8.17124e-14  0.000786652  3.48448e-05 -0.000176484  0.000765808
         577            0            0            0            0   6.7382e-13 -2.91323e-13 -5.85199e-13 -1.63425e-13  0.000770796  3.52117e-05 -0.000106133  0.000762642
         578            0            0            0            0  7.37383e-13 -4.24549e-13  -5.9508e-13 -9.68114e-14  0.000762462  3.54131e-05 -3.54131e-05  0.000760816
         579            0            0            0            0  7.54682e-13 -4.68958e-13  -5.8975e-13  4.26326e-14  0.000762462  3.54131e-05  3.54131e-05  0.000760816
         580            0            0            0            0  8.25754e-13 -6.03961e-13 -5.61995e-13  3.55271e-14  0.000770796  3.52117e-05  0.000106133  0.000762642
         581            0            0            0            0   4.6611e-13 -3.51719e-13 -3.05533e-13  1.42109e-14  0.000786652  3.48448e-05  0.000176484  0.000765808
         582            0            0            0            0  3.22065e-13 -1.27898e-13  -2.8777e-13 -6.75016e-14   0.00065035  3.42801e-05  -0.00017422  0.000625642
         583            0            0            0            0  6.78722e-13 -3.17968e-13 -5.98632e-13  -3.4639e-14  0.000630727  3.47675e-05  -0.00010483  0.000620982
         584            0            0            0            0  7.32212e-13 -4.12115e-13 -6.03961e-13 -3.90799e-14  0.000620463  3.49824e-05 -3.49824e-05  0.000618488
         585            0            0            0            0  7.90254e-13 -5.18696e-13 -5.95524e-13  2.84217e-14  0.000620463  3.49824e-05  3.49824e-05  0.000618488
         586            0            0            0            0  8.36848e-13 -6.03961e-13 -5.78565e-13 -2.84217e-14  0.000630727  3.47675e-05   0.00010483  0.000620982
         587            0            0            0            0  4.60608e-13 -3.44613e-13 -3.05533e-13  7.10543e-15   0.00065035  3.42801e-05   0.00017422  0.000625642
         588            0            0            0            0  3.00477e-13 -1.35003e-13  -2.6823e-13 -1.06581e-14  0.000518131  3.33317e-05 -0.000169759  0.000488396
         589            0            0            0            0   6.6136e-13 -3.33955e-13 -5.69322e-13 -4.17444e-14  0.000493738  3.39173e-05 -0.000102167   0.00048186
         590            0            0            0            0  6.92228e-13 -4.01457e-13 -5.56888e-13 -8.88178e-14  0.000481149  3.40872e-05 -3.40872e-05  0.000478728
         591            0            0            0            0  7.29172e-13 -4.40536e-13 -5.80355e-13 -2.84217e-14  0.000481149  3.40872e-05  3.40872e-05  0.000478728
         592            0            0            0            0  7.88563e-13 -5.11591e-13 -5.99826e-13 -1.77636e-14  0.000493738  3.39173e-05  0.000102167   0.00048186
